Image.Name,Hour,Minute,Sec,Summary.Statistic,Area,Average.intensity,Total.intensity,Image,Overlay,Treatment,NormAvgAVG,NormAvgTOT,Dissociation,SLIDE,Time,Label
Blue,30:00:00,37:00:00,56,Average,0.039195139,6409.5,40365.60156,Copy of Image 25_Maximum intensity projection.tif,GRB_B,L7,0.478329546,0.20320224,VC2792,VC2792_S7,24H,L_2
Blue,32:00:00,35:00:00,234,Average,0.075607903,9875.47168,118055.625,Copy of Image 1_Maximum intensity projection.tif,GRB_B,MK4256,0.736988826,0.594297286,VC2792,VC2792_S8,24H,MK_1
Blue,34:00:00,24:00:00,216,Average,0.103633232,12408.87305,184466.7188,Copy of Image 3_Maximum intensity projection.tif,GRB_B,MK4256,0.926052049,0.928613696,VC2792,VC2792_S8,24H,MK_1
Blue,35:00:00,56:00:00,509,Average,0.080878861,14571.08789,172744,Copy of Image 5_Maximum intensity projection.tif,GRB_B,MK4256,1.087414284,0.869601007,VC2792,VC2792_S8,24H,MK_1
Blue,38:00:00,57:00:00,110,Average,0.103885263,10259.5459,168223.875,Copy of Image 28_Maximum intensity projection.tif,GRB_B,MK4256,0.7656516,0.846846496,VC2792,VC2792_S9,24H,MK_1
Blue,43:00:00,23:00,318,Average,0.101617031,9630.183594,147751.7188,Copy of Image 30_Maximum intensity projection.tif,GRB_B,MK4256,0.718683414,0.743788748,VC2792,VC2792_S9,24H,MK_1
Blue,45:00:00,58:00:00,476,Average,0.059103776,11753.57813,106641.4297,Copy of Image 31_Maximum intensity projection.tif,GRB_B,MK4256,0.877148559,0.536837717,VC2792,VC2792_S9,24H,MK_1
Red,8:02,3:05,91,Average,0.070769005,15105.80176,152913.0469,Copy of Image 35_Maximum intensity projection.tif,GRB_R,CTL,0.878031627,0.590783662,VC2794,VC2794_S1,24H,CTL
Red,0:00,8:09,4,Average,0.115818158,19592.85547,336328.3125,Copy of Image 37_Maximum intensity projection.tif,GRB_R,CTL,1.138843674,1.299413465,VC2794,VC2794_S1,24H,CTL
Red,1:01,5:01,42,Average,0.136941046,17875.12891,347402.0625,Copy of Image 40_Maximum intensity projection.tif,GRB_R,CTL,1.039000033,1.342197195,VC2794,VC2794_S1,24H,CTL
Red,2:03,7:05,38,Average,0.088189065,14736.78613,196767.5,Copy of Image 51_Maximum intensity projection.tif,GRB_R,CTL,0.856582425,0.760216519,VC2794,VC2794_S2,24H,CTL
Red,3:02,9:07,83,Average,0.075970836,14977.86621,160996.7969,Copy of Image 53_Maximum intensity projection.tif,GRB_R,CTL,0.870595315,0.622015447,VC2794,VC2794_S2,24H,CTL
Red,44:00:00,35:00:00,176,Average,0.103068702,14118.35547,236638,CTL 10.tif,GRB_R,CTL,0.820635861,0.914257266,VC2794,VC2794_S7,24H,CTL
Red,48:00:00,4:00,930,Average,0.10142602,24022.36719,380770.3438,CTL8.tif,GRB_R,CTL,1.396311066,1.471116446,VC2794,VC2794_S7,24H,CTL
Red,13:00,4:00,396,Average,0.081086248,16734.30078,201533.2031,2L_14.tif,GRB_R,L7,0.972688877,0.778628941,VC2794,VC2794_S11,24H,L_2
Red,15:00,28:00:00,517,Average,0.060706273,19410.18555,172833.4531,2L_15.tif,GRB_R,L7,1.128225901,0.667746686,VC2794,VC2794_S11,24H,L_2
Blue,8:02,3:07,31,Average,0.070769005,9288.741211,108404.75,Copy of Image 35_Maximum intensity projection.tif,GRB_B,CTL,0.908092498,0.670252603,VC2794,VC2794_S1,24H,CTL
Blue,0:00,9:02,34,Average,0.115818158,8821.884766,147440.6563,Copy of Image 37_Maximum intensity projection.tif,GRB_B,CTL,0.862451347,0.911606583,VC2794,VC2794_S1,24H,CTL
Blue,1:01,5:04,42,Average,0.136941046,11471.9502,261953.2656,Copy of Image 40_Maximum intensity projection.tif,GRB_B,CTL,1.121528921,1.619623293,VC2794,VC2794_S1,24H,CTL
Blue,2:03,7:09,12,Average,0.088189065,10695.62793,143668.0938,Copy of Image 51_Maximum intensity projection.tif,GRB_B,CTL,1.045633554,0.888281315,VC2794,VC2794_S2,24H,CTL
Blue,3:02,9:09,13,Average,0.075970836,9281.619141,100987.5313,Copy of Image 53_Maximum intensity projection.tif,GRB_B,CTL,0.907396225,0.624392895,VC2794,VC2794_S2,24H,CTL
Blue,44:00:00,35:00:00,356,Average,0.103068702,7777.239258,136692.2656,CTL 10.tif,GRB_B,CTL,0.760323973,0.845150668,VC2794,VC2794_S7,24H,CTL
Blue,48:00:00,5:00,80,Average,0.10142602,14264.88184,233013.5313,CTL8.tif,GRB_B,CTL,1.394573482,1.440692644,VC2794,VC2794_S7,24H,CTL
Blue,13:00,4:00,706,Average,0.081086248,8952.547852,106886.375,2L_14.tif,GRB_B,L7,0.875225324,0.660864686,VC2794,VC2794_S11,24H,L_2
Blue,15:00,28:00:00,777,Average,0.060706273,10423.08203,91495.27344,2L_15.tif,GRB_B,L7,1.018988728,0.565703488,VC2794,VC2794_S11,24H,L_2
Red,52:00:00,3:00,910,Average,0.045137912,17565.57031,112189.4375,CTL19.tif,GRB_R,CTL,0.856568206,0.744029198,VC2798,VC2798_S1,24H,CTL
Red,53:00:00,42:00:00,19,Average,0.051171422,22260.94922,168714.75,CTL20.tif,GRB_R,CTL,1.08553386,1.118899451,VC2798,VC2798_S1,24H,CTL
Red,57:00:00,22:00,980,Average,0.050203647,17809.0332,129488.0391,CTL22.tif,GRB_R,CTL,0.868440441,0.858751804,VC2798,VC2798_S1,24H,CTL
Red,58:00:00,51:00:00,260,Average,0.047582578,25007.06641,163155,CTL23.tif,GRB_R,CTL,1.219445633,1.082027742,VC2798,VC2798_S2,24H,CTL
Red,0:00,9:00,565,Average,0.049356833,17927.10547,143829.25,CTL24.tif,GRB_R,CTL,0.874198122,0.953861289,VC2798,VC2798_S2,24H,CTL
Red,1:00,36:00:00,760,Average,0.057407018,22471.75781,187341.5469,CTL25.tif,GRB_R,CTL,1.095813739,1.242430517,VC2798,VC2798_S2,24H,CTL
Red,13:00,14:00,50,Average,0.040283889,12264.76367,68629.79688,2L 13.tif,GRB_R,L7,0.598079449,0.455145991,VC2798,VC2798_S7,24H,L_2
Red,0:04,0:09,17,Average,0.071131915,17276.14063,176409.4063,2L 15.tif,GRB_R,L7,0.842454445,1.169929647,VC2798,VC2798_S7,24H,L_2
Red,15:00,57:00:00,352,Average,0.04717933,12678.05176,76148.16406,2L  26.tif,GRB_R,L7,0.618233047,0.505007055,VC2798,VC2798_S8,24H,L_2
Red,17:00,37:00:00,665,Average,0.04500182,16544.11133,106962.7969,2L 27.tif,GRB_R,L7,0.806757738,0.709366637,VC2798,VC2798_S8,24H,L_2
Red,19:00,44:00:00,17,Average,0.055427466,20923.66406,166630.3594,2L 29.tif,GRB_R,L7,1.02032243,1.10507598,VC2798,VC2798_S8,24H,L_2
Blue,52:00:00,3:00,980,Average,0.045137912,5239.202148,33446.46875,CTL19.tif,GRB_B,CTL,0.995444055,0.88154187,VC2798,VC2798_S1,24H,CTL
Blue,53:00:00,42:00:00,240,Average,0.051171422,5438.313477,40017.39844,CTL20.tif,GRB_B,CTL,1.033275043,1.054730546,VC2798,VC2798_S1,24H,CTL
Blue,57:00:00,23:00,220,Average,0.050203647,5248.131836,39173.375,CTL22.tif,GRB_B,CTL,0.997140689,1.03248479,VC2798,VC2798_S1,24H,CTL
Blue,58:00:00,51:00:00,500,Average,0.047582578,5239.367188,37647.66797,CTL23.tif,GRB_B,CTL,0.995475413,0.992272035,VC2798,VC2798_S2,24H,CTL
Blue,0:00,9:00,795,Average,0.049356833,5051.504883,34546.14844,CTL24.tif,GRB_B,CTL,0.959781731,0.910525907,VC2798,VC2798_S2,24H,CTL
Blue,1:00,36:00:00,990,Average,0.057407018,5362.565918,42814.18359,CTL25.tif,GRB_B,CTL,1.018883069,1.128444852,VC2798,VC2798_S2,24H,CTL
Blue,13:00,14:00,270,Average,0.040283889,4628.366211,27191.25,2L 13.tif,GRB_B,L7,0.879385735,0.716674324,VC2798,VC2798_S7,24H,L_2
Blue,0:04,0:09,97,Average,0.071131915,5551.291992,63400.19922,2L 15.tif,GRB_B,L7,1.054740867,1.671026338,VC2798,VC2798_S7,24H,L_2
Blue,15:00,57:00:00,582,Average,0.04717933,4082.508545,29692.16602,2L  26.tif,GRB_B,L7,0.775673232,0.782590466,VC2798,VC2798_S8,24H,L_2
Blue,17:00,37:00:00,895,Average,0.04500182,4140.845215,24226.33398,2L 27.tif,GRB_B,L7,0.786757151,0.638528627,VC2798,VC2798_S8,24H,L_2
Blue,19:00,44:00:00,247,Average,0.055427466,4648.747559,38696.72656,2L 29.tif,GRB_B,L7,0.883258174,1.019921862,VC2798,VC2798_S8,24H,L_2
Red,37:00:00,58:00:00,66,Average,0.059992567,15357.05078,136154.0781,ctl_12.tif,GRB_R,CTL,1.003884801,0.916532943,VC2822,VC2822_S1,24H,CTL
Red,39:00:00,32:00:00,536,Average,0.065325215,16352.31641,162350.25,ctl_13.tif,GRB_R,CTL,1.068944952,1.092874738,VC2822,VC2822_S1,24H,CTL
Red,41:00:00,17:00,908,Average,0.061416887,14657.90234,123805.7656,ctl_14.tif,GRB_R,CTL,0.958181723,0.83340921,VC2822,VC2822_S1,24H,CTL
Red,42:00:00,25:00:00,940,Average,0.060358983,16520.29688,149278.3125,ctl_16.tif,GRB_R,CTL,1.079925774,1.004879861,VC2822,VC2822_S1,24H,CTL
Red,43:00:00,35:00:00,685,Average,0.065913744,12615.27832,136083.8125,ctl_21.tif,GRB_R,CTL,0.824656137,0.916059944,VC2822,VC2822_S2,24H,CTL
Red,45:00:00,20:00,52,Average,0.060108278,14148.59668,125081.9688,ctl_22.tif,GRB_R,CTL,0.924888598,0.842000082,VC2822,VC2822_S2,24H,CTL
Red,47:00:00,12:00,631,Average,0.063163161,15738.36719,156718.8906,ctl_23.tif,GRB_R,CTL,1.028811316,1.054966756,VC2822,VC2822_S2,24H,CTL
Red,48:00:00,59:00:00,458,Average,0.076616019,16991.17188,198954.0625,ctl_3.tif,GRB_R,CTL,1.110706701,1.339276465,VC2822,VC2822_S3,24H,CTL
Red,53:00:00,46:00:00,965,Average,0.058470104,16174.39941,134564.1719,L_10.tif,GRB_R,L7,1.057314582,0.905830352,VC2822,VC2822_S4,24H,L_2
Red,55:00:00,26:00:00,124,Average,0.047324494,14316.61328,97573.20313,L_17.tif,GRB_R,L7,0.935871782,0.656822449,VC2822,VC2822_S5,24H,L_2
Red,57:00:00,5:00,332,Average,0.056041285,13143.16406,108471.8125,L_18.tif,GRB_R,L7,0.859163835,0.73018738,VC2822,VC2822_S5,24H,L_2
Red,58:00:00,45:00:00,290,Average,0.041316804,12198.33203,72799.38281,L_19.tif,GRB_R,L7,0.79740051,0.490055337,VC2822,VC2822_S5,24H,L_2
Red,0:00,12:00,814,Average,0.058369305,14362.91504,119849.7109,L_20.tif,GRB_R,L7,0.938898511,0.806778686,VC2822,VC2822_S5,24H,L_2
Red,1:00,58:00:00,543,Average,0.054873191,13189.59766,113832.9219,L_7.tif,GRB_R,L7,0.862199182,0.766276151,VC2822,VC2822_S4,24H,L_2
Red,3:00,23:00,342,Average,0.056684319,17097.8418,148903.9531,L_8.tif,GRB_R,L7,1.117679674,1.002359828,VC2822,VC2822_S4,24H,L_2
Red,6:00,3:00,699,Average,0.056185093,14913.42871,123248.5156,L_9.tif,GRB_R,L7,0.974885388,0.829658034,VC2822,VC2822_S4,24H,L_2
Blue,37:00:00,58:00:00,364,Average,0.059992567,14449.26172,133078.5156,ctl_12.tif,GRB_B,CTL,1.317379263,1.263116876,VC2822,VC2822_S1,24H,CTL
Blue,39:00:00,32:00:00,868,Average,0.065325215,10593.94043,105480.9375,ctl_13.tif,GRB_B,CTL,0.965878929,1.001174019,VC2822,VC2822_S1,24H,CTL
Blue,41:00:00,18:00,204,Average,0.061416887,12050.88965,103417.5391,ctl_14.tif,GRB_B,CTL,1.09871303,0.98158924,VC2822,VC2822_S1,24H,CTL
Blue,42:00:00,26:00:00,208,Average,0.060358983,7807.097168,74238.21094,ctl_16.tif,GRB_B,CTL,0.7117947,0.704633176,VC2822,VC2822_S1,24H,CTL
Blue,43:00:00,35:00:00,825,Average,0.065913744,10212.21777,99099.78125,ctl_21.tif,GRB_B,CTL,0.931076216,0.940607172,VC2822,VC2822_S2,24H,CTL
Blue,45:00:00,20:00,333,Average,0.060108278,8063.875,72471.21875,ctl_22.tif,GRB_B,CTL,0.735205847,0.687861741,VC2822,VC2822_S2,24H,CTL
Blue,47:00:00,13:00,87,Average,0.063163161,13852.45996,145812.875,ctl_23.tif,GRB_B,CTL,1.262967192,1.383985254,VC2822,VC2822_S2,24H,CTL
Blue,48:00:00,59:00:00,772,Average,0.076616019,10715.75195,109258.8906,ctl_3.tif,GRB_B,CTL,0.976984823,1.037032522,VC2822,VC2822_S3,24H,CTL
Blue,53:00:00,47:00:00,325,Average,0.058470104,9230.933594,89135.16406,L_10.tif,GRB_B,L7,0.841609816,0.846027847,VC2822,VC2822_S4,24H,L_2
Blue,55:00:00,26:00:00,454,Average,0.047324494,10099.90918,61773.71875,L_17.tif,GRB_B,L7,0.92083673,0.586326248,VC2822,VC2822_S5,24H,L_2
Blue,57:00:00,5:00,707,Average,0.056041285,8655.707031,72448.76563,L_18.tif,GRB_B,L7,0.789164815,0.687648627,VC2822,VC2822_S5,24H,L_2
Blue,58:00:00,45:00:00,667,Average,0.041316804,9863.811523,65330.73047,L_19.tif,GRB_B,L7,0.899311052,0.620087682,VC2822,VC2822_S5,24H,L_2
Blue,0:00,13:00,239,Average,0.058369305,10942.08496,91857,L_20.tif,GRB_B,L7,0.997620231,0.871862197,VC2822,VC2822_S5,24H,L_2
Blue,1:00,58:00:00,683,Average,0.054873191,10552.5625,79697.24219,L_7.tif,GRB_B,L7,0.962106388,0.756447659,VC2822,VC2822_S4,24H,L_2
Blue,3:00,23:00,767,Average,0.056684319,9816.00293,74598.47656,L_8.tif,GRB_B,L7,0.89495221,0.708052643,VC2822,VC2822_S4,24H,L_2
Blue,6:00,4:00,123,Average,0.056185093,9612.447266,90057.29688,L_9.tif,GRB_B,L7,0.876393475,0.854780285,VC2822,VC2822_S4,24H,L_2
Red,3:05,6:03,49,Average,0.086562663,14578.69141,184606.1406,ctl_10.tif,GRB_R,CTL,1.003691129,0.987292581,VC2823,VC2823_S1,24H,CTL
Red,6:04,4:06,7,Average,0.10343162,12026.66309,177086.5,ctl_11.tif,GRB_R,CTL,0.827993042,0.947076771,VC2823,VC2823_S2,24H,CTL
Red,7:00,3:06,95,Average,0.07149484,18357.17578,193317.2969,ctl_12.tif,GRB_R,CTL,1.263826359,1.033880738,VC2823,VC2823_S2,24H,CTL
Red,8:03,2:01,30,Average,0.09244857,14379.67285,201142.2031,ctl_1.tif,GRB_R,CTL,0.989989408,1.07572914,VC2823,VC2823_S3,24H,CTL
Red,0:03,5:01,4,Average,0.075970836,10672.69727,113793.3984,ctl_2.tif,GRB_R,CTL,0.734777304,0.60857877,VC2823,VC2823_S3,24H,CTL
Red,3:03,1:09,24,Average,0.099466391,17135.56445,251947.6719,ctl_9_maybedrop.tif,GRB_R,CTL,1.179722757,1.347442,VC2823,VC2823_S1,24H,CTL
Red,5:04,3:05,4,Average,0.100407295,17845.57227,280616.8438,m_13.tif,GRB_R,MK,1.228604274,1.500767672,VC2823,VC2823_S5,24H,MK_1
Red,7:02,6:02,31,Average,0.105246194,18868.2832,293516.75,m_14.tif,GRB_R,MK,1.29901429,1.569757694,VC2823,VC2823_S5,24H,MK_1
Red,9:01,0:03,74,Average,0.107459135,16011.33984,252850.7344,m_15.tif,GRB_R,MK,1.102323886,1.35227167,VC2823,VC2823_S6,24H,MK_1
Red,0:03,5:07,6,Average,0.102319464,18633.58203,300643.4688,m_16.tif,GRB_R,MK,1.282855948,1.607872118,VC2823,VC2823_S6,24H,MK_1
Red,2:02,8:08,5,Average,0.114016719,14126.40723,235176.0781,m_4.tif,GRB_R,MK,0.972552969,1.257745795,VC2823,VC2823_S7,24H,MK_1
Red,4:01,0:08,87,Average,0.114963017,21362.92383,360207.6563,m_5.tif,GRB_R,MK,1.470761438,1.926427504,VC2823,VC2823_S7,24H,MK_1
Blue,3:05,6:05,49,Average,0.086562663,18379.82617,233670.5938,ctl_10.tif,GRB_B,CTL,1.326993492,1.28849047,VC2823,VC2823_S1,24H,CTL
Blue,6:04,4:07,47,Average,0.10343162,14733.37305,227744.875,ctl_11.tif,GRB_B,CTL,1.06372552,1.255815275,VC2823,VC2823_S2,24H,CTL
Blue,7:00,3:09,25,Average,0.07149484,15016.95801,157625.75,ctl_12.tif,GRB_B,CTL,1.084199892,0.869169173,VC2823,VC2823_S2,24H,CTL
Blue,8:03,2:05,30,Average,0.09244857,9873.099609,139026.625,ctl_1.tif,GRB_B,CTL,0.7128217,0.766611145,VC2823,VC2823_S3,24H,CTL
Blue,0:03,5:02,54,Average,0.075970836,11552.64258,117872.6016,ctl_2.tif,GRB_B,CTL,0.834081965,0.64996507,VC2823,VC2823_S3,24H,CTL
Blue,3:03,2:01,84,Average,0.099466391,13548.46973,212172.8125,ctl_9_maybedrop.tif,GRB_B,CTL,0.978177432,1.169948869,VC2823,VC2823_S1,24H,CTL
Red,37:00:00,54:00:00,574,Average,0.056453902,21338.92188,188997.7813,Copy of Image 39_Maximum intensity projection.tif,GRB_R,CTL,0.870996421,0.619022092,VC2782,VC2782_S1,18H,CTL
Red,43:00:00,1:00,912,Average,0.108545467,36478.15234,579238.9375,Copy of Image 41_Maximum intensity projection.tif,GRB_R,CTL,1.488938398,1.897174116,VC2782,VC2782_S1,18H,CTL
Red,47:00:00,56:00:00,379,Average,0.063345678,25512.65625,265706.7188,Copy of Image 43_Maximum intensity projection.tif,GRB_R,CTL,1.041356842,0.870265924,VC2782,VC2782_S1,18H,CTL
Red,52:00:00,20:00,475,Average,0.119037077,26263.12891,441729,Copy of Image 45_Maximum intensity projection.tif,GRB_R,CTL,1.071989083,1.446789521,VC2782,VC2782_S1,18H,CTL
Red,56:00:00,18:00,817,Average,0.104178801,23415.2832,383141.9375,Copy of Image 48_Maximum intensity projection.tif,GRB_R,CTL,0.955747811,1.254900041,VC2782,VC2782_S1,18H,CTL
Red,58:00:00,39:00:00,758,Average,0.081224494,22521.11328,255805.2813,Copy of Image 13_Maximum intensity projection.tif,GRB_R,CTL,0.919250241,0.837835869,VC2782,VC2782_S2,18H,CTL
Red,0:00,54:00:00,307,Average,0.072324373,24428.22852,256770.4688,Copy of Image 14_Maximum intensity projection.tif,GRB_R,CTL,0.997093468,0.840997135,VC2782,VC2782_S2,18H,CTL
Red,2:00,46:00:00,680,Average,0.063251413,19920.85742,153517.7188,Copy of Image 15_Maximum intensity projection.tif,GRB_R,CTL,0.813114909,0.502814682,VC2782,VC2782_S2,18H,CTL
Red,7:00,12:00,874,Average,0.082997754,23434.20898,287650.9688,Copy of Image 17_Maximum intensity projection.tif,GRB_R,CTL,0.95652031,0.942139654,VC2782,VC2782_S2,18H,CTL
Red,9:00,46:00:00,461,Average,0.0774225,21681.81836,240608.1719,Copy of Image 29_Maximum intensity projection.tif,GRB_R,CTL,0.884992518,0.788060965,VC2782,VC2782_S3,18H,CTL
Red,34:00:00,34:00:00,282,Average,0.118855648,25332.76563,467272.4063,Copy of Image 18_Maximum intensity projection.tif,GRB_R,MK4256,1.034014199,1.530451523,VC2782,VC2782_S4,18H,MK_1
Red,36:00:00,51:00:00,543,Average,0.099197567,25051.72852,363854.4688,Copy of Image 20_Maximum intensity projection.tif,GRB_R,MK4256,1.022543033,1.191728034,VC2782,VC2782_S4,18H,MK_1
Red,40:00:00,23:00,166,Average,0.097987853,35920.62891,478564.875,Copy of Image 24_Maximum intensity projection.tif,GRB_R,MK4256,1.466181816,1.567437606,VC2782,VC2782_S4,18H,MK_1
Red,43:00:00,13:00,855,Average,0.070768997,20242.9375,227140,Copy of Image 10_Maximum intensity projection.tif,GRB_R,MK4256,0.826261337,0.743948828,VC2782,VC2782_S5,18H,MK_1
Red,45:00:00,36:00:00,807,Average,0.066686176,18261.98242,167939,Copy of Image 12_Maximum intensity projection.tif,GRB_R,MK4256,0.745404169,0.550048526,VC2782,VC2782_S5,18H,MK_1
Red,48:00:00,54:00:00,114,Average,0.083067894,24487.21289,307729,Copy of Image 4_Maximum intensity projection.tif,GRB_R,MK4256,0.999501049,1.007900981,VC2782,VC2782_S5,18H,MK_1
Red,52:00:00,18:00,353,Average,0.106235981,23699.75195,340018.625,Copy of Image 6_Maximum intensity projection.tif,GRB_R,MK4256,0.967359047,1.11365879,VC2782,VC2782_S5,18H,MK_1
Red,53:00:00,27:00:00,769,Average,0.092284858,25089.13477,339259.1563,Copy of Image 8_Maximum intensity projection.tif,GRB_R,MK4256,1.024069853,1.111171312,VC2782,VC2782_S5,18H,MK_1
Red,55:00:00,28:00:00,472,Average,0.092181161,25198.33203,330059.75,Copy of Image 51_Maximum intensity projection.tif,GRB_R,MK4256,1.028526987,1.08104061,VC2782,VC2782_S6,18H,MK_1
Red,58:00:00,46:00:00,32,Average,0.095504731,24227.1875,311808.9063,Copy of Image 52_Maximum intensity projection.tif,GRB_R,MK4256,0.988887524,1.021263848,VC2782,VC2782_S6,18H,MK_1
Red,4:00,24:00:00,245,Average,0.096294239,27968.0957,375715.375,Copy of Image 56_Maximum intensity projection.tif,GRB_R,MK4256,1.141581164,1.230575913,VC2782,VC2782_S6,18H,MK_1
Blue,37:00:00,54:00:00,694,Average,0.056453902,10539.62891,79199.89063,Copy of Image 39_Maximum intensity projection.tif,GRB_B,CTL,0.731577013,0.447924109,VC2782,VC2782_S1,18H,CTL
Blue,43:00:00,1:00,962,Average,0.108545467,15265.18066,249440.9063,Copy of Image 41_Maximum intensity projection.tif,GRB_B,CTL,1.059587141,1.410741792,VC2782,VC2782_S1,18H,CTL
Blue,47:00:00,56:00:00,459,Average,0.063345678,11547.07129,110050.3672,Copy of Image 43_Maximum intensity projection.tif,GRB_B,CTL,0.801505631,0.622402534,VC2782,VC2782_S1,18H,CTL
Blue,52:00:00,20:00,525,Average,0.119037077,14595.91699,231420.4063,Copy of Image 45_Maximum intensity projection.tif,GRB_B,CTL,1.013132193,1.308824778,VC2782,VC2782_S1,18H,CTL
Blue,56:00:00,18:00,887,Average,0.104178801,15749.00781,238859.9375,Copy of Image 48_Maximum intensity projection.tif,GRB_B,CTL,1.093170565,1.350899904,VC2782,VC2782_S1,18H,CTL
Blue,58:00:00,39:00:00,808,Average,0.081224494,15370.93555,187798.625,Copy of Image 13_Maximum intensity projection.tif,GRB_B,CTL,1.066927803,1.062116767,VC2782,VC2782_S2,18H,CTL
Blue,0:00,54:00:00,357,Average,0.072324373,14311.41992,156736.1406,Copy of Image 14_Maximum intensity projection.tif,GRB_B,CTL,0.993384674,0.886439306,VC2782,VC2782_S2,18H,CTL
Blue,2:00,46:00:00,740,Average,0.063251413,19785.20898,197572.7188,Copy of Image 15_Maximum intensity projection.tif,GRB_B,CTL,1.373331472,1.11739528,VC2782,VC2782_S2,18H,CTL
Blue,7:00,12:00,924,Average,0.082997754,13464.03027,173829.9063,Copy of Image 17_Maximum intensity projection.tif,GRB_B,CTL,0.934565641,0.983115068,VC2782,VC2782_S2,18H,CTL
Blue,9:00,46:00:00,511,Average,0.0774225,13438.85059,143245.3281,Copy of Image 29_Maximum intensity projection.tif,GRB_B,CTL,0.932817868,0.810140461,VC2782,VC2782_S3,18H,CTL
Blue,34:00:00,34:00:00,342,Average,0.118855648,18108.86914,337289.375,Copy of Image 18_Maximum intensity projection.tif,GRB_B,MK4256,1.256973324,1.907578931,VC2782,VC2782_S4,18H,MK_1
Blue,36:00:00,51:00:00,603,Average,0.099197567,17400.72461,248664.1875,Copy of Image 20_Maximum intensity projection.tif,GRB_B,MK4256,1.207819577,1.40634897,VC2782,VC2782_S4,18H,MK_1
Blue,40:00:00,23:00,216,Average,0.097987853,20407.73242,272888.3125,Copy of Image 24_Maximum intensity projection.tif,GRB_B,MK4256,1.416542086,1.5433513,VC2782,VC2782_S4,18H,MK_1
Blue,43:00:00,13:00,905,Average,0.070768997,14226.60938,149505,Copy of Image 10_Maximum intensity projection.tif,GRB_B,MK4256,0.987497803,0.845542757,VC2782,VC2782_S5,18H,MK_1
Blue,45:00:00,36:00:00,917,Average,0.066686176,15062.92383,173305.8125,Copy of Image 12_Maximum intensity projection.tif,GRB_B,MK4256,1.045548085,0.980150995,VC2782,VC2782_S5,18H,MK_1
Blue,48:00:00,54:00:00,174,Average,0.083067894,15775.48242,197832.8906,Copy of Image 4_Maximum intensity projection.tif,GRB_B,MK4256,1.095008221,1.118866712,VC2782,VC2782_S5,18H,MK_1
Blue,52:00:00,18:00,403,Average,0.106235981,13499.95215,206891.4531,Copy of Image 6_Maximum intensity projection.tif,GRB_B,MK4256,0.937059051,1.170098456,VC2782,VC2782_S5,18H,MK_1
Blue,53:00:00,27:00:00,819,Average,0.092284858,19267.48633,268356.8125,Copy of Image 8_Maximum intensity projection.tif,GRB_B,MK4256,1.337395293,1.51772288,VC2782,VC2782_S5,18H,MK_1
Blue,55:00:00,28:00:00,532,Average,0.092181161,17112.18359,250190.8438,Copy of Image 51_Maximum intensity projection.tif,GRB_B,MK4256,1.18779136,1.41498315,VC2782,VC2782_S6,18H,MK_1
